id,title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
13471,"Desperados, The",1969,91,NA,4,50,14.5,14.5,14.5,14.5,14.5,14.5,4.5,0,4.5,4.5,,0,0,0,0,0,0,0
13472,Desperate,1947,73,NA,7.1,149,0,0,4.5,4.5,4.5,14.5,34.5,34.5,4.5,4.5,,0,0,0,1,0,0,0
13473,"Desperate Adventure, A",1938,53,NA,6.9,5,44.5,0,0,0,0,24.5,44.5,0,0,0,,0,0,1,0,0,1,0
13474,Desperate But Not Serious,1999,94,NA,3.9,137,14.5,14.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,R,0,0,1,0,0,0,0
13475,Desperate Cargo,1941,67,NA,4.4,12,0,14.5,4.5,4.5,24.5,4.5,14.5,0,4.5,4.5,,0,0,0,1,0,1,0
13476,"Desperate Chance for Ellery Queen, A",1942,70,NA,6.2,5,0,0,0,0,24.5,44.5,44.5,0,0,0,,0,0,0,0,0,0,0
13477,Desperate Characters,1971,87,400000,5.6,42,4.5,4.5,4.5,4.5,14.5,24.5,4.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
13478,Desperate Hours,1990,105,NA,4.9,843,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
13479,"Desperate Hours, The",1955,112,2388000,7.4,1082,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,,0,0,0,1,0,0,0
13480,Desperate Journey,1942,107,NA,6.1,253,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
13481,Desperate Living,1977,90,65000,7.1,598,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
13482,Desperate Man Blues,2003,52,NA,6.2,15,0,0,0,4.5,0,24.5,14.5,34.5,4.5,24.5,,0,0,0,0,1,0,0
13483,Desperate Measures,1998,100,NA,5.6,2956,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0
13484,Desperate Moment,1953,88,NA,6.6,19,0,0,0,14.5,4.5,0,45.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
13485,Desperate Moves,1981,98,NA,4.4,12,4.5,14.5,34.5,0,0,0,24.5,0,4.5,4.5,,0,0,1,0,0,0,0
13486,"Desperate Ones, The",1968,104,NA,4.5,9,14.5,0,0,34.5,34.5,14.5,0,0,0,14.5,,0,0,0,1,0,0,0
13487,"Desperate Poaching Affray, A",1903,3,NA,6.2,63,4.5,0,4.5,4.5,44.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,1
13488,Desperate Remedies,1993,93,NA,6.6,125,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,,0,0,0,0,0,0,0
13489,Desperate Search,1952,71,NA,6.3,27,4.5,0,4.5,4.5,4.5,34.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
13490,Desperate Teenage Lovedolls,1984,70,NA,5.7,24,14.5,4.5,0,0,14.5,14.5,4.5,4.5,14.5,24.5,,0,0,0,0,0,0,0
13491,"Desperate Women, The",1955,66,NA,1,7,84.5,0,0,0,0,0,0,0,14.5,0,,0,0,0,1,0,0,0
13492,Desperate bekjentskaper,1998,94,NA,7,31,34.5,4.5,4.5,14.5,4.5,0,4.5,4.5,14.5,4.5,,0,0,0,1,0,0,0
13493,Desperately Seeking Susan,1985,104,4500000,5.6,4853,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,1,1,0,1,0
13494,Despinis Diefthindis,1964,90,NA,7.9,38,0,0,0,0,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,1,0
13495,Despinis eton... 39,1954,80,NA,7.7,31,0,0,0,0,0,0,24.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
13496,"Desquite, El",1983,95,NA,3.1,8,24.5,0,24.5,14.5,0,14.5,14.5,14.5,0,0,,1,0,0,0,0,0,0
13497,"Desquite, El",1999,120,NA,5.6,48,4.5,0,4.5,4.5,14.5,14.5,14.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
13498,Desserts,1998,5,NA,7.6,193,0,0,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,,0,0,0,1,0,0,1
13499,Destination Earth,1956,13,NA,4.9,7,0,0,24.5,0,24.5,14.5,24.5,0,0,0,,0,1,0,0,0,0,1
13500,Destination Gobi,1953,90,NA,6.5,71,0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
13501,Destination Inner Space,1966,83,NA,4.3,56,4.5,4.5,4.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
13502,Destination Moon,1950,92,NA,6.3,396,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
13503,Destination Murder,1950,72,NA,5.6,66,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,0,4.5,,0,0,0,1,0,0,0
13504,Destination Tokyo,1943,135,NA,7.1,503,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
13505,Destination Unknown,1933,66,NA,2.3,5,0,24.5,0,0,0,24.5,24.5,24.5,24.5,0,,0,0,0,1,0,0,0
13506,Destination Unknown,1997,90,NA,4.1,11,0,4.5,0,44.5,0,0,0,0,4.5,34.5,,0,0,0,0,0,0,0
13507,Destination Vegas,1995,78,NA,2.5,45,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,R,1,0,0,0,0,0,0
13508,Destinazione Piovarolo,1955,89,NA,7.2,25,0,0,0,0,14.5,4.5,24.5,24.5,24.5,24.5,,0,0,1,0,0,0,0
13509,"Destinazione, La",2003,124,NA,7.6,12,0,0,0,0,0,14.5,14.5,44.5,4.5,14.5,,0,0,0,0,0,0,0
13510,Destino,2003,7,1500000,7.8,156,0,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,PG,0,1,0,0,0,0,1
13511,"Destino no tiene favoritos, El",2003,90,NA,8,22,0,0,0,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,1,0
13512,"Destino se disculpa, El",1945,110,NA,4.6,6,14.5,0,0,0,64.5,0,14.5,0,0,0,,0,0,1,0,0,0,0
13513,Destiny,1944,65,NA,5.6,6,0,0,0,0,14.5,14.5,14.5,34.5,14.5,0,,0,0,0,1,0,0,0
13514,Destiny Stalled,2000,25,NA,8.9,11,0,4.5,0,0,0,0,0,4.5,14.5,64.5,,0,0,0,1,0,0,1
13515,Destiny Turns on the Radio,1995,102,NA,4.1,658,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
13516,Destiny in Space,1994,40,NA,6,60,4.5,4.5,0,4.5,14.5,14.5,24.5,24.5,4.5,14.5,,0,0,0,0,1,0,1
13517,"Destiny of Marty Fine, The",1996,85,NA,5.2,19,14.5,0,0,0,14.5,4.5,0,14.5,14.5,45.5,,0,0,0,1,0,0,0
13518,Destroyer,1988,92,NA,3.3,56,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
13519,Destruction Inc.,1942,9,NA,7.1,37,4.5,0,4.5,4.5,0,14.5,24.5,24.5,4.5,14.5,,1,1,0,0,0,0,1
13520,"Destructor de monstruos, El",1962,74,NA,4,10,14.5,0,14.5,14.5,34.5,14.5,0,14.5,24.5,0,,0,0,0,0,0,0,0
13521,"Destructors, The",1968,97,NA,3.3,14,24.5,14.5,0,14.5,14.5,0,4.5,4.5,0,24.5,,0,0,0,0,0,0,0
13522,Destry,1954,95,NA,6.2,74,0,0,4.5,14.5,4.5,24.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
13523,Destry Rides Again,1932,61,NA,5,14,0,14.5,4.5,0,4.5,4.5,14.5,24.5,14.5,4.5,,0,0,0,0,0,0,0
13524,Destry Rides Again,1939,94,NA,7.7,1540,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,,0,0,0,0,0,0,0
13525,Desyat negrityat,1987,137,NA,7.7,90,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,24.5,,0,0,0,0,0,0,0
13526,Deszczowy zolnierz,1996,102,NA,6.5,10,14.5,0,0,14.5,0,0,14.5,24.5,14.5,44.5,,0,0,0,1,0,0,0
13527,Det Yani Dokhtar,1994,86,NA,5.9,9,0,0,0,24.5,14.5,34.5,0,0,14.5,24.5,,0,0,0,0,0,0,0
13528,Det bli'r i familien,1994,98,NA,4.2,12,0,4.5,0,14.5,24.5,14.5,4.5,0,14.5,4.5,,0,0,0,0,0,0,0
13529,Det brenner i natt!,1955,96,NA,6.4,16,0,0,0,0,34.5,14.5,0,24.5,14.5,4.5,,0,0,0,1,0,0,0
13530,Det brinner en eld,1943,107,NA,6.7,8,0,0,0,0,14.5,14.5,64.5,0,14.5,0,,0,0,0,1,0,0,0
13531,Det er nat med fru Knudsen,1971,86,NA,5.9,9,14.5,0,0,0,34.5,14.5,34.5,14.5,0,0,,0,0,0,0,0,0,0
13532,"Detail, The",1997,87,200000,3.3,12,14.5,0,0,14.5,14.5,24.5,0,4.5,0,14.5,,1,0,0,0,0,0,0
13533,Details,2000,27,NA,5.2,5,0,0,0,24.5,24.5,24.5,0,0,0,44.5,,0,0,0,0,0,0,1
13534,Detained,2004,10,NA,7.2,5,24.5,0,0,0,0,0,0,24.5,64.5,0,,0,0,0,0,0,0,1
13535,Detaljer,2003,114,NA,5.3,102,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
13536,Detective Fiction,2003,102,200000,4.9,41,4.5,0,4.5,14.5,14.5,14.5,4.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
13537,Detective Lovelorn und die Rache des Pharao,2002,92,NA,5.6,37,14.5,0,0,4.5,4.5,0,4.5,0,4.5,64.5,,0,0,1,0,0,0,0
13538,Detective School Dropouts,1985,92,NA,4.9,79,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,34.5,,0,0,1,0,0,0,0
13539,Detective Story,1951,103,NA,7.4,500,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
13540,"Detective, The",1968,114,NA,6.3,317,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
13541,"Detective, Un",1969,103,NA,4.8,12,0,4.5,4.5,24.5,14.5,14.5,4.5,0,4.5,4.5,,0,0,0,1,0,0,0
13542,"Detectress, The",1919,21,NA,5.8,10,0,0,14.5,14.5,44.5,24.5,14.5,0,14.5,0,,0,0,1,0,0,0,1
13543,Detektor,2000,104,NA,7.2,494,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,,0,0,1,1,0,0,0
13544,Detention,2003,98,10000000,4.1,223,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0
13545,Detenute violente,1985,90,NA,2.9,15,24.5,24.5,4.5,24.5,14.5,0,0,0,0,4.5,,1,0,0,0,0,0,0
13546,Detenuto in attesa di giudizio,1971,99,NA,7.3,47,0,0,4.5,0,4.5,4.5,14.5,44.5,14.5,14.5,,0,0,0,1,0,0,0
13547,Determination of Death,2001,90,NA,5.1,49,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,0,14.5,,0,0,0,1,0,0,0
13548,Deterrence,1999,101,800000,6.6,796,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
13549,Deti Don-Kikhota,1965,78,NA,7.7,7,0,0,0,0,0,24.5,24.5,14.5,0,24.5,,0,0,1,0,0,0,0
13550,Deti chugunnykh bogov,1993,80,NA,8.5,11,0,0,0,4.5,0,0,0,34.5,14.5,34.5,,0,0,0,1,0,0,0
13551,Deti kapitana Granta,1936,83,NA,7.7,14,0,0,0,0,0,14.5,24.5,24.5,14.5,24.5,,0,0,0,0,0,0,0
13552,Detonate,2004,7,NA,3.2,29,14.5,0,0,0,0,0,4.5,4.5,4.5,74.5,,0,0,0,0,0,0,1
13553,Detonator,1998,84,NA,3.5,26,14.5,4.5,4.5,4.5,4.5,4.5,0,0,0,45.5,,1,0,0,0,0,0,0
13554,Detonator,2003,92,NA,4,52,24.5,4.5,4.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0
13555,Detour,1945,67,30000,7.3,1114,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
13556,Detour,1999,93,NA,4.3,94,4.5,4.5,4.5,24.5,14.5,4.5,14.5,4.5,4.5,14.5,R,0,0,0,1,0,0,0
13557,Detour,2002,70,NA,5.7,12,0,0,0,14.5,4.5,24.5,4.5,0,4.5,34.5,,0,0,1,0,0,0,0
13558,Detouring America,1939,7,NA,7.3,22,0,0,0,4.5,14.5,4.5,34.5,14.5,14.5,4.5,,0,1,1,0,0,0,1
13559,Detroit 9000,1973,106,NA,5.4,124,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
13560,Detroit Rock City,1999,95,15000000,6,4607,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,0,0,1,0,0,0,0
13561,Detskiy sad,1983,136,NA,8.3,15,0,4.5,4.5,0,14.5,14.5,4.5,14.5,24.5,14.5,,0,0,0,1,0,0,0
13562,Detstvo Gorkogo,1938,98,NA,7.8,49,0,0,0,4.5,4.5,14.5,14.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
13563,Deuce Bigalow: Male Gigolo,1999,88,18000000,5.6,9897,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,0,0
13564,Deuce Coupe,1992,106,NA,4.3,26,14.5,4.5,0,14.5,0,14.5,0,14.5,14.5,34.5,PG-13,0,0,1,0,0,0,0
13565,Deuces,2001,90,NA,4.1,41,24.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
13566,Deuces Wild,2002,100,10000000,5.3,1511,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0
13567,Deuda,2004,90,NA,6.5,31,4.5,0,0,0,4.5,4.5,14.5,24.5,4.5,24.5,,0,0,0,0,1,0,0
13568,"Deuda interna, La",1988,95,NA,7.6,57,0,4.5,4.5,0,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,0,1,0,0,0
13569,"Deuda, La",1997,90,NA,7.6,21,4.5,0,0,4.5,4.5,14.5,14.5,24.5,14.5,4.5,,0,0,0,0,0,0,0
13570,Deus E o Diabo na Terra do Sol,1964,120,NA,7.6,268,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
13571,Deus Ex,1971,35,NA,8.8,9,14.5,0,0,0,0,0,14.5,34.5,24.5,24.5,,0,0,0,0,0,0,1
13572,Deus Ex Machina,2003,16,NA,7.4,5,24.5,0,0,0,0,0,24.5,0,24.5,44.5,,0,0,0,1,0,0,1
13573,Deus Ex-machina,1995,25,NA,7.9,10,0,0,0,0,0,0,24.5,64.5,24.5,0,,0,0,0,0,0,0,1
13574,Deus ex Machina,1993,18,NA,5,13,4.5,0,0,0,4.5,0,14.5,4.5,34.5,34.5,,0,0,0,0,0,0,1
13575,"Deuses E Os Mortos, Os",1970,97,NA,4.9,6,0,34.5,14.5,0,14.5,0,0,0,0,34.5,,0,0,0,1,0,0,0
13576,Deutsche Polizisten: Viele Kulturen - Eine Truppe,1999,60,NA,8.7,19,0,0,0,0,0,4.5,14.5,24.5,34.5,24.5,,0,0,0,0,1,0,0
13577,Deutsche Wochenschau Nr. 681,1943,12,NA,8.3,6,14.5,0,0,0,0,0,0,0,14.5,64.5,,0,0,0,0,0,0,1
13578,"Deutschen Volke, Dem",1996,98,NA,8.9,8,0,0,0,0,0,0,14.5,45.5,0,34.5,,0,0,0,0,1,0,0
13579,Deutschland bleiche Mutter,1980,123,NA,8.1,89,4.5,0,4.5,0,4.5,14.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
13580,Deutschland im Herbst,1978,134,NA,7.2,138,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,0,1,0,0
13581,Deutschland privat - Eine Anthologie des Volksfilms,1980,85,NA,7.7,5,0,0,0,0,0,44.5,0,44.5,0,24.5,,0,0,0,0,0,0,0
13582,"Deutschmeister, Die",1955,106,NA,5,28,4.5,4.5,14.5,4.5,14.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,0,0,1,0
13583,Deux,2002,121,NA,5.5,38,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
13584,Deux actrices,1993,95,NA,6.3,21,4.5,0,4.5,4.5,0,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
13585,"Deux anglaises et le continent, Les",1971,108,NA,7.4,592,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
13586,Deux cents dirhams,2002,15,NA,4.8,5,0,0,24.5,44.5,0,24.5,24.5,0,0,0,,0,0,0,0,0,0,1
13587,Deux femmes en or,1970,106,NA,4.7,59,4.5,4.5,14.5,4.5,14.5,24.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
13588,Deux hommes dans Manhattan,1959,84,NA,6.8,49,0,0,4.5,0,4.5,24.5,14.5,34.5,4.5,14.5,,0,0,0,0,0,0,0
13589,Deux hommes dans la ville,1973,100,NA,7.2,292,4.5,0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,0,1,0,0,0
13590,Deux lions au soleil,1980,110,NA,6.1,11,4.5,0,0,14.5,4.5,4.5,24.5,0,14.5,4.5,,0,0,0,0,0,0,0
13591,"Deux orphelines vampires, Les",1997,103,NA,6,67,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
13592,"Deux orphelines, Les",1965,95,NA,5.1,9,0,0,0,14.5,24.5,24.5,34.5,0,0,14.5,,0,0,0,1,0,0,0
13593,"Deux papas et la maman, Les",1996,90,NA,3.6,57,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
13594,"Deux timides, Les",1928,62,NA,7.7,13,0,0,0,0,4.5,0,14.5,64.5,14.5,0,,0,0,1,0,0,0,0
13595,Dev,2004,172,NA,8.1,96,4.5,4.5,0,4.5,4.5,4.5,4.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
13596,Devadasu,1953,191,NA,9.4,7,0,0,0,0,0,0,0,24.5,0,74.5,,0,0,0,1,0,0,0
13597,"Devastator, The",1985,79,NA,5,16,4.5,0,14.5,4.5,14.5,34.5,4.5,0,14.5,4.5,,1,0,0,0,0,0,0
13598,Devasuram,1993,187,NA,7,7,0,0,0,0,0,14.5,24.5,14.5,24.5,14.5,,1,0,0,1,0,0,0
13599,Devchata,1961,98,NA,9.2,50,0,0,0,0,4.5,4.5,4.5,14.5,14.5,64.5,,0,0,1,0,0,1,0
13600,Devdas,1955,159,NA,7.1,56,4.5,0,4.5,0,4.5,4.5,4.5,14.5,24.5,44.5,,0,0,0,0,0,1,0
13601,Devdas,2002,182,NA,7.3,1025,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,1,0
13602,Deveeri,1999,100,NA,1.8,5,24.5,0,0,24.5,0,0,64.5,0,0,0,,0,0,0,1,0,0,0
13603,Devek Metoraf,1994,7,NA,8.1,7,0,0,0,0,24.5,0,14.5,0,0,45.5,,0,0,1,1,0,0,1
13604,Developing,1995,28,NA,6.2,64,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,45.5,,0,0,0,1,0,0,1
13605,Deveti krug,1960,107,NA,7.9,18,4.5,0,0,0,0,0,14.5,24.5,14.5,34.5,,0,0,0,1,0,0,0
13606,Devi,1960,93,NA,7.6,141,4.5,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
13607,"Deviants, The",2004,80,NA,5.2,93,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0
13608,Devil Bat's Daughter,1946,67,NA,4.1,25,4.5,14.5,14.5,14.5,24.5,0,14.5,0,4.5,14.5,,0,0,0,0,0,0,0
13609,"Devil Bat, The",1940,68,NA,4.7,293,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
13610,"Devil Commands, The",1941,65,NA,5.9,53,4.5,0,0,14.5,14.5,14.5,24.5,4.5,14.5,14.5,,0,0,0,0,0,0,0
13611,Devil Diamond,1937,61,NA,5.6,8,24.5,0,0,0,24.5,24.5,14.5,14.5,0,0,,1,0,0,0,0,0,0
13612,Devil Dogs of the Air,1935,85,350000,5.7,43,4.5,4.5,4.5,4.5,24.5,14.5,34.5,14.5,4.5,4.5,,1,0,1,1,0,1,0
13613,Devil Doll,1964,81,NA,3.9,280,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
13614,Devil Doll/Ring Pull,1999,1,NA,5.5,11,0,0,0,4.5,24.5,0,44.5,14.5,0,0,,0,0,0,0,0,0,1
13615,Devil Girl From Mars,1954,77,NA,3.9,108,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
13616,Devil Goddess,1955,70,NA,5,16,4.5,0,4.5,14.5,4.5,4.5,4.5,4.5,14.5,34.5,,0,0,0,0,0,0,0
13617,"Devil Inside Her, The",1977,69,NA,4.2,8,34.5,0,0,0,0,0,14.5,0,14.5,34.5,,0,0,0,0,0,0,0
13618,"Devil Is a Sissy, The",1936,92,NA,6.3,43,4.5,0,4.5,4.5,4.5,34.5,34.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
13619,"Devil Is a Woman, The",1935,79,800000,7.3,197,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,1,0
13620,"Devil Made Me Do It, The",2000,26,NA,7.5,8,24.5,0,0,0,0,0,0,14.5,0,64.5,,0,0,0,0,0,0,1
13621,"Devil Makes Three, The",1952,90,NA,5,51,0,4.5,14.5,14.5,14.5,14.5,14.5,4.5,0,14.5,,0,0,0,1,0,0,0
13622,Devil May Hare,1954,7,NA,7.3,98,4.5,0,0,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,1,1,0,0,0,1
13623,Devil Monster,1946,60,NA,5.1,10,45.5,0,14.5,0,24.5,14.5,14.5,0,0,0,,0,0,0,1,0,0,0
13624,"Devil Rides Out, The",1968,95,NA,7.3,517,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
13625,Devil Talk,2003,5,NA,9.6,11,24.5,0,0,0,0,0,0,4.5,24.5,34.5,,0,0,0,0,0,0,1
13626,"Devil Thumbs a Ride, The",1947,63,NA,7,66,0,0,0,4.5,4.5,14.5,14.5,24.5,24.5,4.5,,0,0,0,1,0,0,0
13627,Devil Times Five,1974,88,NA,3.9,39,14.5,4.5,4.5,4.5,14.5,34.5,4.5,4.5,0,4.5,,0,0,0,0,0,0,0
13628,"Devil You Know: Inside the Mind of Todd McFarlane, The",2001,44,NA,4.9,30,14.5,0,0,14.5,14.5,14.5,14.5,4.5,4.5,24.5,,0,0,0,0,1,0,1
13629,"Devil and Daniel Johnston, The",2005,109,NA,8.1,38,0,0,4.5,0,0,0,4.5,14.5,24.5,45.5,,0,0,0,0,1,0,0
13630,"Devil and Daniel Webster, The",1941,85,NA,7.9,441,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
13631,"Devil and Max Devlin, The",1981,96,NA,4.6,214,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
13632,"Devil and Miss Jones, The",1941,92,NA,7.5,333,0,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,1,1,0,1,0
13633,Devil and the Deep,1932,78,NA,5.4,40,14.5,4.5,14.5,4.5,14.5,4.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
13634,"Devil at 4 O'Clock, The",1961,126,NA,6,226,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
13635,"Devil in Miss Jones, Part II, The",1982,83,NA,4.6,52,4.5,4.5,4.5,4.5,4.5,24.5,4.5,14.5,4.5,14.5,,0,0,1,0,0,1,0
13636,"Devil in Miss Jones, The",1973,68,NA,6.1,255,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,,0,0,0,0,0,0,0
13637,Devil in a Blue Dress,1995,102,NA,6.5,2483,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,0,0
13638,Devil in the Flesh,1989,90,NA,4,16,0,14.5,4.5,0,34.5,14.5,4.5,0,4.5,14.5,,0,0,0,1,0,0,0
13639,Devil in the Flesh,1998,88,NA,4.6,622,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
13640,"Devil in the Holy Water, The",2002,95,NA,6.2,6,0,0,0,14.5,14.5,14.5,14.5,0,14.5,14.5,,0,0,0,0,1,0,0
13641,"Devil on Wheels, The",1947,67,NA,5.7,12,0,0,24.5,0,0,4.5,0,4.5,24.5,34.5,,0,0,0,1,0,0,0
13642,"Devil to Pay!, The",1930,73,NA,5.6,32,0,4.5,0,4.5,14.5,24.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
13643,"Devil with Women, A",1930,64,NA,8,11,0,0,0,4.5,0,4.5,4.5,24.5,4.5,34.5,,0,0,0,0,0,0,0
13644,"Devil's 8, The",1969,97,NA,4.6,24,14.5,4.5,4.5,4.5,34.5,14.5,4.5,4.5,0,4.5,,0,0,0,1,0,0,0
13645,"Devil's Advocate, The",1997,144,57000000,7,26904,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
13646,Devil's Angels,1967,84,NA,3.5,37,24.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,0,24.5,,0,0,0,1,0,0,0
13647,"Devil's Brigade, The",1968,130,NA,6.4,491,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,1,0,0,1,0,0,0
13648,"Devil's Brother, The",1933,90,NA,7.1,229,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
13649,"Devil's Cabaret, The",1931,16,NA,5.8,43,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,1,0,0,0,1
13650,Devil's Canyon,1953,92,NA,5.1,58,4.5,0,14.5,14.5,34.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
